filename,henry_cons,f-chi-0-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-2-all,f-Z-3-all,f-I-3-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-1-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-3,f-lig-I-0,f-lig-I-3,f-lig-T-0,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,lc-chi-3-all,lc-Z-0-all,lc-Z-3-all,lc-T-0-all,lc-T-1-all,lc-S-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-T-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-alpha-0-all,func-alpha-2-all,D_func-chi-3-all,D_func-T-1-all,D_func-alpha-3-all,feature_2,feature_4,feature_6,feature_7,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_19,feature_42,feature_44,feature_45,feature_46,feature_47,feature_48,feature_51,feature_52,feature_54,feature_56,feature_58,feature_59,feature_60,feature_61,feature_62,feature_68,feature_86,feature_88,feature_89,feature_90,feature_92,feature_93,feature_96,feature_97,feature_98,feature_100,feature_101,feature_102,feature_103,feature_104,label_y
CSMCRI-3_no_solvent,0.013,212.9488,917.8926,1417.232,2686,11004,11200,176,464,712,792,39.8464,37.1304,42.6121,94.736,784,1260,2128,2548,19,36,90,180,258,5.3724,8.9177,14.6289,-7.98,-5.12,-13.31,123,176,441,21,24,71,2.82,3.52,10.9,215.9728667,471.2564,729.5762667,860.8936667,892.6666667,2018,2870.666667,33.33333333,135.3333333,182,637.3333333,672.6666667,14.39373333,34.97406667,51.08173333,20.232,52.75,66,3.25,9.75,0.5551,140.4025,197.453921,142.688921,11,10.75,-2,0.53,0.535,-3.010665,-1.585665,54.76,291.93,3.0625,-0.25,-15.99372125,0.007624019,-0.001668036,0.005961287,0.003406909,-0.000745388,0.009783235,0.001947067,-0.000425993,-0.000267536,0.003511417,-0.001223276,2.55E-06,-1.15E-05,-1.34E-05,1.44E-05,-7.49E-06,5.12E-05,-6.04E-05,3.08E-05,6.40E-05,3.22E-05,-7.61E-05,3.89E-05,8.20E-05,-4.25E-05,2.30E-05,-1.31E-07,8.26E-06,-1.25E-05,-1.56E-05,2.09E-05,1.31E-05,1.65E-05,-6.62E-06,-5.16E-05,-5.09E-05,4.27E-06,2.55E-05,8.48E-05,7.15E-05,0.000119967,1
CSMCRI-9_no_solvent,0.00757,245.9133,1124.6028,1246.9856,8202,22640,19320,156,574,830,860,54.9624,32.49306667,23.91913333,59.49926667,2304,2144,4416,3680,12,32.33333333,74.33333333,120,156.6666667,6.142,8.238666667,12.5504,-9.65,-4.013333333,-14.92666667,227.3333333,196,499.3333333,19.33333333,12.66666667,39.33333333,4.236666667,3.313333333,9.28,242.6706,500.5576667,793.1357333,1010.502067,1024,2146.666667,3444.666667,36,156.6666667,194,697.3333333,793.3333333,15.55186667,36.86326667,54.8012,18.73866667,59,82.66666667,2,6,0.542766667,95.67333333,136.635076,129.9617427,6,7,-2,0.213333333,0.193333333,-4.671406667,-7.371406667,45.87,382.3692277,6.623333333,-0.333333333,-9.764143333,0.006541542,-0.00646577,0.005673946,0.002941578,-0.002907505,0.011956109,0.00152502,-0.001507356,-0.001394931,0.005736169,-0.006126679,1.61E-05,-1.23E-05,-2.13E-05,-5.98E-05,5.67E-06,0.000103801,0.00014296,-1.90E-05,3.68E-05,-1.40E-05,9.78E-06,1.96E-05,0.00040024,-9.11E-05,5.74E-05,-2.64E-35,-5.04E-07,-7.36E-06,-7.00E-06,7.60E-05,6.90E-06,1.47E-05,9.68E-07,-1.59E-05,2.98E-05,-2.60E-05,4.08E-05,0.000187837,9.84E-07,0.000230641,2
Cu(MTABA)_no_solvent,0.00949,170.926,698.3328,908.16,2470,6092,7040,112,308,428,512,31.3024,32.68,27.74,45.524,841,1160,754,1624,8,25,55,70,100,5.037,5.2716,8.28,-7.7,-3.2,-8.76,105,148,176,14,16,20,3.25,4.46,5.04,285.341,592.546,935.6972,1069.746,1226,2584,3840,41,160,220,728,794,17.9289,42.2742,61.239,17.544,64,96,1,3,0.5329,59.89,87.98,119.78,2,4,-2,-0.04,-0.08,-6,-12,50.315,221.6105082,2.805,-0.833333333,-9.192813333,0.008879751,-0.000486117,0.005351566,0.00372627,-0.000203993,0.008526208,0.002594584,-0.000142039,-0.00010153,0.004243636,-0.000325004,1.73E-05,-4.84E-05,-4.84E-05,7.34E-06,-6.48E-05,0.000126195,-1.82E-05,0.000170623,0.000131426,0.000158826,-2.89E-05,0.000178078,3.47E-05,-4.44E-05,0.000275052,-6.77E-08,9.42E-06,-1.63E-05,-1.75E-05,6.14E-05,-5.09E-06,-5.36E-05,5.50E-06,-8.06E-05,-4.74E-05,-1.23E-05,1.28E-05,0.000126168,9.14E-05,0.000143224,2
Cu3(BTP)2_no_solvent,0.012,266.3456,1031.5328,1771.48,4724,15760,20824,232,624,1040,1280,60.6,23.104,42.484,62.7,841,812,1508,3190,14,16,48,96,144,4.14,8.3904,14.352,-4.56,-7.16,-6.4,88,180,296,4,8,20,2.52,4.96,8.92,196.5471,444.5286,674.049,715.665,843,1986,2388,30,114,168,618,618,13.5006,33.2202,48.9294,14.44,49,49,4,10,0.5625,138.38,200.592614,116.972614,8,7,-1,0.34,0.36,-4.90711,-1.00711,0,0,0,0,0,0.004356768,-0.000571462,0.004683896,0.002014252,-0.000264202,0.008986073,0.000866204,-0.000113617,-7.96E-05,0.002707744,-0.000506873,2.44E-14,6.96E-14,-1.33E-13,1.34E-13,-3.40E-14,4.53E-14,-1.83E-13,4.73E-14,-3.82E-13,-9.39E-14,-7.35E-13,1.67E-13,7.40E-13,-1.85E-13,8.47E-14,3.63E-10,7.83E-06,2.19E-06,-2.74E-05,2.73E-05,4.24E-05,-6.08E-06,-3.37E-05,4.83E-06,-6.03E-05,-9.43E-06,0.000117692,1.35E-06,-1.69E-05,0.00021078,2
CUK-1_no_solvent,0.000961,418.2448,3527.5944,3892.5544,6430,37324,51184,544,2928,5236,6936,111.7472,46.57386667,34.15333333,119.2421333,729,1332,3186,3690,20.66666667,64,208,325.3333333,458.6666667,6.468,9.8196,18.0516,-9.733333333,-3.126666667,-24.57333333,166.6666667,98,421.3333333,38,23.33333333,108,4.946666667,2.286666667,11.71333333,116.6135,212.874,324.5334,355.6004,560,1020,1430,15,50,74,224,216,7.2551,15.631,21.798,23.11808,61,113.6,1.6,4.8,0.53882,81.36,127.2265228,133.3090456,3.4,5,-2,0.032,0.1,-6.561422,-6.822844,0,0,0,0,0,0.003695808,-0.00226767,0.003286515,0.001843435,-0.001131093,0.004821098,0.001033999,-0.00063444,-0.000375795,0.001601766,-0.001659237,4.81E-05,-2.02E-05,-4.12E-05,-1.83E-05,-7.60E-05,4.90E-05,-3.27E-05,4.68E-05,4.16E-05,3.39E-05,-3.50E-05,7.89E-05,8.40E-05,6.71E-06,0.000137529,-1.13E-07,6.57E-06,-3.16E-06,1.08E-05,6.17E-05,2.09E-05,-3.74E-06,-2.77E-05,-3.22E-05,-2.79E-06,-4.65E-06,-5.93E-08,7.27E-05,3.51E-05,0.000106368,1
Cu-PCN_no_solvent,0.019,198.47864,1329.82896,995.68896,5387,26004,28089.6,153.6,696,1231.2,1392,53.68128,30.24192,18.83888,75.61696,1448.2,1954.4,5782.4,4897.6,16.8,42.4,104.8,209.6,241.6,7.12352,11.18656,18.83728,-12.728,-2.992,-30.52,196.8,91.2,519.2,26.4,8,72.8,5.04,2.208,13.064,559.9152,1209.924,1958.0048,2458.396,2460,5472,9256,84,384,480,1832,2096,38.258,93.5704,144.4648,26.49066667,59,124.6666667,2,6,0.542766667,95.67333333,170.1466667,213.5817427,2.666666667,8,-2,-0.053333333,0.173333333,-9.2,-11.27140667,0,0,0,0,0,0.00445242,-3.76E-05,0.003100972,0.00194932,-1.65E-05,0.005132295,0.001225374,-1.03E-05,-4.36E-06,0.001360725,-2.72E-05,1.76E-08,4.74E-08,-9.41E-08,1.33E-07,-8.47E-08,3.13E-08,-1.77E-07,1.13E-07,-2.53E-07,-2.28E-07,-7.09E-07,4.53E-07,9.99E-07,-6.38E-07,4.07E-07,-2.64E-09,7.55E-06,-3.41E-06,3.01E-06,4.19E-07,-2.95E-06,-2.14E-06,-3.38E-05,-2.40E-05,2.11E-05,1.53E-05,-1.35E-05,1.10E-05,-9.67E-06,8.52E-06,1
DAFYAN_no_solvent.cif,0.00434,198.0001,942.4878,953.1552,1480,7200,8640,132,426,726,840,43.9314,22.532,16.7942,49.4132,144,480,576,1056,12,25,55,110,140,5.0735,8.1454,12.3988,-10.65,-4.96,-22,20,24,56,14,8,32,3.3,2.48,7.76,166.0488,304.936,432.7924,579.0094,804,1408,2776,20,74,96,328,382,9.554,20.6408,29.7592,15.03771429,64,82.28571429,0.857142857,2.571428571,0.5329,51.33428571,75.41142857,102.6685714,1.714285714,3.428571429,-1.714285714,-0.034285714,-0.068571429,-5.142857143,-10.28571429,24.07714286,102.6685714,2.288571429,0,-15.42857143,0.002249268,-0.00041256,0.002512991,0.001174446,-0.000215417,0.0031375,0.000548877,-0.000100675,-0.000132962,0.001936569,-0.00026895,3.60E-07,-4.21E-06,-2.58E-06,-5.54E-07,7.46E-06,5.50E-05,6.78E-06,-9.21E-05,3.02E-05,-8.69E-05,3.76E-06,-5.32E-05,4.04E-06,-1.58E-05,0.000160513,2.48E-15,1.69E-05,3.81E-05,-1.21E-05,2.74E-05,4.39E-05,5.15E-05,3.65E-05,4.27E-05,-1.35E-05,8.23E-05,-2.59E-05,9.84E-05,-3.31E-05,1.33E-05,0
DAFYOB_no_solvent.cif,0.00425,198.0001,942.4878,953.1552,1480,7200,8640,132,426,726,840,43.9314,22.532,16.7942,49.4132,144,480,576,1056,12,25,55,110,140,5.0735,8.1454,12.3988,-10.65,-4.96,-22,20,24,56,14,8,32,3.3,2.48,7.76,166.0488,304.936,432.7924,579.0094,804,1408,2776,20,74,96,328,382,9.554,20.6408,29.7592,15.03771429,64,82.28571429,0.857142857,2.571428571,0.5329,51.33428571,75.41142857,102.6685714,1.714285714,3.428571429,-1.714285714,-0.034285714,-0.068571429,-5.142857143,-10.28571429,24.07714286,102.6685714,2.288571429,0,-15.42857143,0.002314192,-0.000261049,0.00195836,0.0010533,-0.000118816,0.002822654,0.000566515,-6.39E-05,-8.29E-05,0.001968638,-0.000171254,8.12E-07,-6.18E-06,-3.07E-06,-8.07E-07,1.21E-05,2.13E-05,4.33E-06,-6.24E-05,2.33E-05,-9.25E-05,2.68E-06,-4.53E-05,4.64E-06,-1.74E-05,0.000188885,1.16E-34,1.93E-05,2.87E-05,-1.01E-05,2.54E-05,4.91E-05,4.93E-05,6.43E-05,6.45E-05,-2.27E-05,9.51E-05,-3.31E-05,9.71E-05,-3.56E-05,1.45E-05,0
dptz-CuSiF6_no_solvent,0.014,254.6104,1643.3656,716.804,2331,11618,8362,90,600,636,586,39.9844,30.666,42.37,140.258,841,1073,1798,3973,25,25,70,170,245,5.1198,10.1016,21.4038,-6.64,-5.2,-26.32,108,199,588,11,11,76,3.19,5.1,18.99,172.1996,380.8084,567.2184,642.8114,734,1684,2276,26,98,140,464,466,11.585,27.9064,39.3972,16.9024,55.4,44.8,3.4,11.6,0.55082,161.6924,212.3338624,120.2601824,11.2,10.4,-3.4,0.576,0.592,-1.611376,1.508624,74.151568,198.021896,1.176,-0.62,-9.36,0.004324297,-2.40E-05,0.003185464,0.001855916,-1.03E-05,0.004948526,0.001081295,-5.99E-06,-2.94E-06,0.001415365,-1.60E-05,1.10E-05,-2.70E-05,-1.66E-05,1.05E-07,-2.26E-05,5.74E-05,4.11E-06,4.44E-05,2.07E-05,1.14E-05,-2.13E-05,6.08E-05,5.44E-05,-5.19E-05,0.000114836,7.77E-09,1.49E-05,-3.26E-05,-2.27E-05,5.77E-05,2.18E-05,-4.40E-05,2.27E-05,-0.000297004,-2.65E-07,-3.49E-05,3.32E-05,0.000564442,0.000106539,0.000280818,0
dptz-CuTiF6_no_solvent,0.055,168.9146667,1219.4376,429.3002667,1746,8277.333333,4418.666667,53.33333333,597.3333333,651.3333333,373.3333333,29.89386667,45.979,20.843,71.8276,662.5,1526.5,1015,1807,14,71,185,110,208,7.3879,5.1888,11.2734,-15.52,-2.6,-12.14,119,92,335,52.5,6,44,4.845,2.44,11.12,211.2532,569.38368,791.99008,945.85992,892,2476.8,3331.2,28.8,138.4,248,1084.8,1223.2,12.29024,36.41856,50.6688,28.24542222,52.55555556,74,4,13.33333333,0.556011111,151.7661333,240.7064373,166.3775484,17.77777778,16.88888889,-2.666666667,0.977777778,0.995555556,0.78104,4.247706667,48.67555556,271.0044444,1.415555556,-0.888888889,-11.26666667,0.008780339,-0.001432309,0.010534054,0.005348325,-0.000872455,0.015222884,0.002715438,-0.000442961,-0.000295339,0.00515317,-0.001260795,0.000192226,-0.000145255,-0.000124,0.000119928,-0.000102117,6.93E-05,7.20E-05,-6.13E-05,9.37E-05,7.73E-05,-7.73E-05,6.58E-05,7.49E-05,-6.38E-05,5.46E-05,-5.16E-06,-0.000123287,0.000191353,0.000137975,0.000272412,5.09E-05,0.000507415,-0.000125845,-0.000589307,-0.00049557,0.000117054,0.000124159,0.000960681,0.000669196,0.000533478,1
DUT-51(Hf)_no_solvent,0.019,440.8352,4028.0608,2757.504,33440,159232,147456,432,1920,3704,4608,123.1072,35.776,15.6,98.28,5184,4608,21888,12672,22.66666667,64,149.3333333,320,373.3333333,8.76,12.08,24.98,-17.12,-3.333333333,-46.13333333,512,176,1456,45.33333333,13.33333333,134.6666667,6.16,1.946666667,17.34666667,142.0086,288.609,463.3414,454.086,1386,2208,4608,19,66,108,394,332,11.4556,25.7334,40.801,17.6472,64,176,1,3,0.5329,59.89,87.98,162.71,2,-6,-2,-0.04,-0.33,-6,-20.1,376.36,876.88,-0.6,-2,49.45718667,0.000530912,-5.40E-05,0.00035142,0.000234494,-2.39E-05,0.000474713,0.000156472,-1.59E-05,-1.03E-05,0.000204877,-3.22E-05,1.16E-11,3.18E-11,-5.48E-11,6.25E-11,-3.24E-11,2.28E-11,-8.75E-11,4.54E-11,-1.50E-10,-8.85E-11,-2.95E-10,1.53E-10,3.36E-10,-1.74E-10,9.02E-11,2.84E-35,-1.45E-07,-1.26E-07,-6.10E-07,3.55E-06,-1.51E-07,1.80E-06,-8.90E-08,1.06E-06,5.14E-06,-7.71E-08,-3.73E-07,9.18E-07,4.45E-06,2.16E-05,1
DUT-51(Zr)_no_solvent,0.019,441.3086,4032.4024,2782.272,11936,67072,86016,432,1920,3704,4608,125.9104,36.6016,16.1196,100.548,1600,2560,7040,7040,22.66666667,64,149.3333333,320,373.3333333,8.9936,12.64853333,25.64613333,-16.88,-3.253333333,-45.45333333,256,90.66666667,730.6666667,45.33333333,13.33333333,134.6666667,6.48,2.053333333,18.25333333,142.0086,288.609,463.3414,454.086,1386,2208,4608,19,66,108,394,332,11.4556,25.7334,40.801,17.6472,64,176,1,3,0.5329,59.89,87.98,162.71,2,-6,-2,-0.04,-0.33,-6,-20.1,376.36,876.88,-0.6,-2,49.45718667,0.000537737,-5.75E-05,0.000352073,0.000237782,-2.54E-05,0.00047856,0.000160593,-1.72E-05,-1.07E-05,0.000201098,-3.46E-05,1.07E-11,2.92E-11,-5.04E-11,5.75E-11,-2.99E-11,2.09E-11,-8.05E-11,4.18E-11,-1.38E-10,-8.16E-11,-2.71E-10,1.41E-10,3.10E-10,-1.61E-10,8.35E-11,-1.74E-34,-1.17E-07,-3.11E-08,-4.07E-07,3.12E-06,-1.05E-06,6.58E-07,-8.31E-07,5.19E-07,6.77E-06,-2.22E-07,-2.90E-06,1.39E-07,1.81E-06,2.36E-05,1
DUT-67(Hf)_no_solvent,0.011,111.4763,1007.0152,689.376,12248,39808,36864,108,480,926,1152,30.7768,23.85066667,10.4,65.52,5184,3072,14592,8448,15.11111111,42.66666667,99.55555556,213.3333333,248.8888889,5.84,8.053333333,16.65333333,-11.41333333,-2.222222222,-30.75555556,341.3333333,117.3333333,970.6666667,30.22222222,8.888888889,89.77777778,4.106666667,1.297777778,11.56444444,102.6858,183.957,280.0474,270.4616,730,1152,1810,13,38,64,190,146,7.0032,14.707,21.1198,17.6472,64,176,1,3,0.5329,59.89,87.98,162.71,2,-6,-2,-0.04,-0.33,-6,-20.1,376.36,876.88,-2.68,-2,86.18578,0.000754872,7.95E-05,0.00060214,0.000344223,3.62E-05,0.000794581,0.000196781,2.07E-05,1.44E-05,0.000315879,4.78E-05,1.71E-11,4.66E-11,-8.05E-11,9.19E-11,-4.76E-11,3.35E-11,-1.29E-10,6.67E-11,-2.20E-10,-1.30E-10,-4.33E-10,2.25E-10,4.94E-10,-2.56E-10,1.33E-10,-2.63E-36,-3.49E-07,-5.16E-07,-1.32E-06,6.44E-06,-2.55E-06,5.85E-06,-1.57E-06,3.60E-06,9.19E-06,-2.32E-06,-5.91E-06,5.32E-06,1.36E-05,3.46E-05,1
DUT-67(Zr)_no_solvent,0.011,111.653825,1008.1006,695.568,4184,16768,21504,108,480,926,1152,31.4776,24.40106667,10.7464,67.032,1600,1706.666667,4693.333333,4693.333333,15.11111111,42.66666667,99.55555556,213.3333333,248.8888889,5.995733333,8.432355556,17.09742222,-11.25333333,-2.168888889,-30.30222222,170.6666667,60.44444444,487.1111111,30.22222222,8.888888889,89.77777778,4.32,1.368888889,12.16888889,102.6858,183.957,280.0474,270.4616,730,1152,1810,13,38,64,190,146,7.0032,14.707,21.1198,17.6472,64,176,1,3,0.5329,59.89,87.98,162.71,2,-6,-2,-0.04,-0.33,-6,-20.1,376.36,876.88,-2.68,-2,86.18578,0.000832142,0.000530234,0.000585835,0.000373675,0.000238103,0.000651912,0.000238349,0.000151874,5.14E-05,0.0001406,0.000264959,1.53E-10,4.18E-10,-7.50E-10,9.10E-10,-5.04E-10,2.93E-10,-1.26E-09,6.96E-10,-2.04E-09,-1.37E-09,-4.45E-09,2.47E-09,5.40E-09,-2.99E-09,1.66E-09,-3.44E-10,-4.09E-07,-4.70E-07,-1.64E-06,6.80E-06,-2.36E-06,4.55E-06,-1.38E-06,2.65E-06,9.23E-06,-1.58E-06,-5.50E-06,3.04E-06,1.06E-05,3.68E-05,1
DUT-69(Zr)_no_solvent,0.013,461.3892,4266.389,3944.5104,18408,151328,140160,642,4948,9606,11056,200.1076,36.14408,23.24973,102.47517,1600,2528,12264,7176,23.2,62.5,237.2,523.4,538.2,8.88118,20.7515,26.2724,-16.669,-3.782,-46.193,252.8,105.4,748.6,32.5,15.3,115.2,6.399,2.387,18.668,102.6858,183.957,280.0474,270.4616,730,1152,1810,13,38,64,190,146,7.0032,14.707,21.1198,17.6472,64,176,1,3,0.5329,59.89,87.98,162.71,2,-6,-2,-0.04,-0.33,-6,-20.1,376.36,876.88,-2.68,-2,86.18578,0.000994033,0.000376498,0.000730295,0.000451151,0.000170877,0.000826039,0.000278705,0.000105562,5.56E-05,0.000268938,0.000193279,3.86E-07,-7.37E-07,4.86E-07,-1.31E-06,-2.29E-06,2.95E-06,4.77E-06,4.80E-06,-2.16E-06,-1.32E-06,-4.27E-06,-3.90E-07,1.50E-05,-3.91E-06,2.77E-05,-1.41E-07,-1.20E-06,-3.30E-07,-1.49E-06,4.75E-05,-1.09E-05,-1.54E-06,-1.09E-05,-4.93E-06,4.68E-05,5.64E-07,-1.30E-05,1.18E-05,-4.06E-06,5.53E-05,1
ee-2-Mg2(dobpdc)_no_solvent,0.00495,253.3527,1411.014,2165.484,3883.5,19074,17202,270,1074,1728,1974,60.0132,33.726,42.1575,85.239,900,1425,3120,3240,18,36,114,264,360,5.7509,11.4625,16.1916,-10.54,-7.4,-21.96,132.5,226,432,17,22,48,3.47,5.66,11.22,404.4068,1044.2522,2316.3822,3162.0349,1218.5,3314,6562,67,525,642,3157,4561,21.5639,66.2628,120.2311,39.50513333,60.25,162.3333333,2.5,13.5,0.5403,101.7,191.9152228,247.9106699,12.08333333,15.75,-5,0.508333333,0.518333333,-4.235665,-12.05351667,24.04625,249.5627738,6.51625,-0.5,8.36270125,0.02579187,-0.016879704,0.01432838,0.010427016,-0.006824047,0.067018033,0.007587923,-0.00496598,-0.005836732,0.05732175,-0.031918067,2.74E-06,2.51E-06,-1.36E-05,2.84E-05,-4.20E-05,1.43E-05,-5.81E-05,0.000106226,-2.03E-05,-4.64E-06,-0.000166707,0.000245626,0.000384563,-0.000569527,0.000963599,-6.79E-06,1.12E-05,6.33E-05,-1.50E-05,9.83E-06,-1.98E-06,4.71E-05,-2.59E-05,5.08E-05,-5.11E-05,-6.91E-05,6.92E-05,0.000340487,-0.000164377,0.000287028,1
ELOZUC_no_solvent.cif,0.00055,83.66705926,254.1511704,226.962637,2219.259259,5000.814815,3413.037037,30.96296296,156.3703704,186.7407407,116.5185185,18.71240741,19.44976,18.79297333,50.10150667,452.7333333,534.1333333,1526.133333,1401.2,9.8,14.7,37.9,70.26666667,94.03333333,3.734923333,6.882653333,9.232966667,-7.303333333,-3.283333333,-13.86866667,36.63333333,46.53333333,155.1333333,5,2.1,13.63333333,2.366666667,2.052,6.644,80.09235556,122.3986222,195.0589333,246.8317778,396.2222222,590.2222222,945.7777778,8.888888889,29.33333333,40.22222222,101.3333333,72,4.280888889,8.103444444,11.36422222,25.33778909,64,114.4727273,1,2.93030303,0.5329,48.88848485,76.866823,91.50265785,3.493939394,6.272727273,-1.718181818,0.046787879,0.223030303,-5.396810515,-3.629197879,12.95002273,44.49772876,0.903636364,-0.716666667,-2.20907697,0.001542126,4.57E-05,0.001159139,0.000667995,1.98E-05,0.002418745,0.000384955,1.14E-05,3.32E-06,0.000404781,4.13E-05,6.50E-06,-1.03E-05,-1.41E-05,-8.16E-07,-1.41E-05,1.90E-05,6.41E-07,2.43E-05,2.21E-05,2.23E-05,-1.50E-06,3.16E-05,6.64E-06,-3.93E-07,3.16E-05,3.65E-06,-2.46E-06,5.40E-06,-6.49E-07,7.97E-06,-2.88E-07,-2.21E-05,1.40E-06,-2.47E-05,3.41E-06,-1.08E-06,-1.98E-06,6.46E-05,-1.42E-05,5.50E-06,0
ELUBAQ_no_solvent.cif,0,468.5122,2680.5818,4955.5908,3355,20004,30816,742,1862,3846,6026,117.3594,19.27382857,23.34017143,57.4252,223.8571429,560,850.5714286,1624.714286,16.14285714,30,102.7142857,175.2857143,271.8571429,6.071514286,14.0922,17.49044286,-13.07142857,-11.03142857,-34.98142857,26.57142857,86,110.2857143,11.57142857,34.57142857,35.71428571,4.354285714,9.217142857,13.04285714,106.6916,166.719,288.8484,359.541,530,816,1410,12,42,58,144,98,5.8428,11.4422,16.8564,4.85298,64,22.2,0.125,0.43125,0.5329,7.48625,14.12993217,17.14358538,0.75625,1.125,-0.30625,0.013,0.04,-1.042899938,-0.65088875,3.51125,10.9975,0.26625,-0.25,-0.65088875,0.021032491,-0.008306077,0.009158912,0.00875279,-0.003456621,0.018653714,0.008364677,-0.003303349,-0.000870086,0.004695434,-0.007040009,1.59E-06,9.11E-07,-7.38E-06,5.42E-06,-3.77E-06,2.16E-05,2.43E-05,3.49E-06,4.66E-05,-7.01E-06,-4.53E-05,-7.23E-06,0.000219293,-3.18E-05,6.78E-05,-8.15E-08,1.85E-05,1.91E-05,2.00E-05,0.000149016,4.51E-05,2.11E-05,-1.67E-07,4.73E-05,1.83E-05,-9.56E-05,-3.21E-05,0.000141543,1.22E-05,0.000103843,0
ELUBEU_no_solvent.cif,0,436.9336,2617.6834,4712.169,3767,20346,29260,680,1880,3732,5208,122.3088,18.73325714,21.80017143,43.18564286,292.4285714,651.4285714,856.8571429,1464,12.42857143,30,104,154.5714286,203.1428571,6.499085714,13.4556,14.4697,-13.22857143,-11.35142857,-26.10857143,38,100.5714286,121.2857143,11.42857143,34.28571429,27.85714286,4.94,9.922857143,11.38285714,106.6916,166.719,288.8484,359.541,530,816,1410,12,42,58,144,98,5.8428,11.4422,16.8564,5.377211429,64,24.45714286,0.142857143,0.485714286,0.5329,8.555714286,15.75072474,19.19138329,0.8,1.285714286,-0.342857143,0.012571429,0.045714286,-1.154692,-0.743872857,4.012857143,12.56857143,0.304285714,-0.285714286,-0.743872857,0.022546982,-0.006865824,0.008633344,0.009591599,-0.002920756,0.017060963,0.010656216,-0.003244944,-0.000701365,0.004096872,-0.005771913,8.20E-07,3.28E-06,1.09E-06,9.57E-06,-9.77E-06,1.44E-05,9.38E-06,3.02E-05,7.95E-05,2.39E-05,2.96E-05,-5.55E-05,0.000229873,-0.000110144,0.000262037,3.20E-06,-1.92E-05,-4.27E-07,3.11E-05,0.000277122,0.00021291,-0.000120488,-0.000290627,0.000169561,0.000421145,-0.00024315,-0.000436228,0.000209197,0.000244428,0.000728167,0
ELUBOE_no_solvent.cif,0,170.7994462,936.0972,772.6303385,1988.769231,8621.230769,10544.61538,143.0769231,556.3076923,943.3846154,1200,52.42418462,18.51211429,10.69704286,52.91095238,223.8571429,539.047619,696.5714286,1438.809524,16.38095238,27.66666667,70.61904762,150.1904762,223.5714286,5.802109524,11.83584286,18.2087619,-12.47380952,-3.534285714,-36.85142857,25.85714286,22.9047619,82.42857143,14.47619048,4.333333333,44,4.159047619,1.871428571,13.32952381,94.83097143,146.2830286,247.5843429,308.178,472.5714286,717.7142857,1208.571429,10.57142857,36,50,123.4285714,84,5.160371429,9.959857143,14.44834286,16.32020245,64,73.73061224,0.469387755,1.52244898,0.5329,27.46265306,48.13849777,58.93993931,2.293877551,4.040816327,-1.053061224,0.031673469,0.143673469,-3.501510939,-2.337886122,2.293061224,7.182040816,0.173877551,-0.163265306,-0.425070204,0.000607284,-0.000109365,0.000481502,0.000253451,-4.56E-05,0.000924304,0.000133411,-2.40E-05,-9.33E-06,0.000188881,-8.76E-05,4.08E-07,1.14E-06,-3.37E-07,-4.70E-07,-2.51E-06,1.26E-06,9.83E-07,4.22E-06,-3.87E-07,-1.12E-05,-1.51E-06,6.92E-07,2.55E-06,2.14E-06,2.22E-05,-7.85E-07,-3.94E-07,1.12E-06,-1.10E-06,4.51E-06,3.42E-06,-4.41E-06,6.33E-07,-3.25E-06,1.22E-06,-2.85E-06,3.46E-06,9.51E-06,-4.31E-06,6.98E-06,0
